
3, 1500
4, 1200
5, 900
6, 1100
7, 1600
8, 1400
9, 1600
10, 1700
11, 1600
12, 2300
13, 2100
14, 2100
15, 1900
16, 2000
17, 2500
18, 2400
19, 2500
20, 4900
21, 4700
22, 3100
23, 3100
24, 4900
25, 5000
26, 3600
27, 3600
28, 5400
29, 3900
30, 4700
31, 4000
32, 4400
33, 6200
34, 4400
35, 6700
36, 7300
37, 5000
38, 5000
39, 5000
40, 5400
41, 5300
42, 5400
43, 5700
44, 5700
45, 5800
46, 6100
47, 6400
48, 6600
49, 6600
50, 6700
51, 6900
52, 7000
53, 7400
54, 11000
55, 8400
56, 8100
57, 8000
58, 12000
59, 8100
60, 8100
61, 9500
62, 9900
63, 9600
64, 9000
65, 10900
66, 9400
67, 9200
68, 9300
69, 11200
70, 9500
71, 10800
72, 10100
73, 11500
74, 11700
75, 10700
76, 129000
77, 12100
78, 12300
79, 11100
80, 12700
81, 13200
82, 34600
83, 11700
84, 12300
85, 13700
86, 12100
87, 14600
88, 14700
89, 12700
90, 19500
91, 17200
92, 13000
93, 13100
94, 15300
95, 16100
96, 16100
97, 15700
98, 17200
99, 16200
100, 15700
101, 17200
102, 15200
103, 17200
104, 17400
105, 18100
106, 17200
107, 17200
108, 16200
109, 15900
110, 16200
111, 18100
112, 18400
113, 18500
114, 18500
115, 20800
116, 19400
117, 20000
118, 20200
119, 20700
120, 20900
121, 18700
122, 20900
123, 20600
124, 22100
125, 21500
126, 21700
127, 21700
128, 22300
129, 21600
130, 23700
131, 34900
132, 23400
133, 23300
134, 23300
135, 23200
136, 24000
137, 23500
138, 33300
139, 24500
140, 23400
141, 23900
142, 26000
143, 26400
144, 27000
145, 22800
146, 26200
147, 26200
148, 25900
149, 25600
150, 26800
151, 23500
152, 26500
153, 24200
154, 23700
155, 24300
156, 23900
157, 24300
158, 25700
159, 29600
160, 28600
161, 38000
162, 51300
163, 25700
164, 46200
165, 28900
166, 25900
167, 26500
168, 27000
169, 30300
170, 27500
171, 27000
172, 27200
173, 27400
174, 27800
175, 27900
176, 28100
177, 28400
178, 28600
179, 28600
180, 28700
181, 34000
182, 29400
183, 58900
184, 41000
185, 29700
186, 29900
187, 59100
188, 30100
189, 30800
190, 30500
191, 30900
192, 31200
193, 46100
194, 35700
195, 33100
196, 34700
197, 100000
198, 37300
199, 36200
200, 38000
201, 41100
202, 41300
203, 38300
204, 36600
205, 37700
206, 53000
207, 36600
208, 40500
209, 42800
210, 41500
211, 41700
212, 42700
213, 41300
214, 55800
215, 59700
216, 41800
217, 40600
218, 36400
219, 39300
220, 44300
221, 37800
222, 41300
223, 41500
224, 47500
225, 41800
226, 38600
227, 45900
228, 40500
229, 43800
230, 42800
231, 44100
232, 44100
233, 45200
234, 45600
235, 39400
236, 47700
237, 45300
238, 50400
239, 49000
240, 52800
241, 48400
242, 48400
243, 48900
244, 49800
245, 42200
246, 47700
247, 51600
248, 48400
249, 64000
250, 52600
251, 66900
252, 47000
253, 53800
254, 55400
255, 56000
256, 52000
257, 63800
258, 49000
259, 53700
260, 58300
261, 55600
262, 55100
263, 55300
264, 55300
265, 70600
266, 53500
267, 53100
268, 57100
269, 80100
270, 51700
271, 56600
272, 57200
273, 58600
274, 54600
275, 59700
276, 50000
277, 61500
278, 55900
279, 56000
280, 68500
281, 55700
282, 48000
283, 48300
284, 49300
285, 99700
286, 100000
287, 60900
288, 50200
289, 131300
290, 75000
291, 51100
292, 78300
293, 62400
294, 50700
295, 104100
296, 52000
297, 62900
298, 51300
299, 51600
300, 79000
301, 58600
302, 61100
303, 56200
304, 60200
305, 57600
306, 62300
307, 67500
308, 53400
309, 54200
310, 109400
311, 55200
312, 55400
313, 54700
314, 54800
315, 54700
316, 55900
317, 55500
318, 56100
319, 55800
320, 55700
321, 84800
322, 56800
323, 56800
324, 57200
325, 57400
326, 57500
327, 60900
328, 59000
329, 87200
330, 58900
331, 58800
332, 59100
333, 59700
334, 59200
335, 59700
336, 59600
337, 128200
338, 65600
