Array Size, Time Taken (nanoseconds)
4138, 342100
4139, 339000
4140, 339600
4141, 340400
4142, 338000
4143, 339200
4144, 339500
4145, 338100
4146, 340600
4147, 340400
4148, 339000
4149, 340700
4150, 340500
4151, 340400
4152, 341100
4153, 350800
4154, 340900
4155, 340500
4156, 342200
4157, 342100
4158, 340000
4159, 339500
4160, 341900
4161, 338600
4162, 340500
4163, 338100
4164, 343500
4165, 339200
4166, 340200
4167, 340600
4168, 341500
4169, 339900
4170, 344200
4171, 340100
4172, 339700
4173, 338200
4174, 341000
4175, 352500
4176, 341300
4177, 342800
4178, 340900
4179, 344500
4180, 339900
4181, 340500
4182, 380700
4183, 340100
4184, 339800
4185, 344300
4186, 343000
4187, 350500
4188, 341300
4189, 341000
4190, 339600
4191, 340400
4192, 355400
4193, 342000
4194, 343500
4195, 350600
4196, 343300
4197, 341900
4198, 344300
4199, 369600
4200, 528800
4201, 463700
4202, 542000
4203, 344000
4204, 491700
4205, 346000
4206, 361900
4207, 347100
4208, 344000
4209, 343100
4210, 349900
4211, 344000
4212, 348500
4213, 342700
4214, 343600
4215, 347900
4216, 365300
4217, 341400
4218, 351000
4219, 343400
4220, 351200
4221, 343000
4222, 347800
4223, 342000
4224, 343500
4225, 348000
4226, 345300
4227, 342700
4228, 349100
4229, 342800
4230, 343600
4231, 348400
4232, 343600
4233, 347100
4234, 343700
4235, 343500
4236, 348700
4237, 343800
4238, 363900
4239, 382500
4240, 343300
4241, 351700
4242, 391900
4243, 737800
4244, 601700
4245, 344800
4246, 345800
4247, 344400
4248, 344300
4249, 344700
4250, 344600
4251, 343700
4252, 356900
4253, 343800
4254, 342000
4255, 343500
4256, 344000
4257, 341300
4258, 344200
4259, 341800
4260, 343000
4261, 344400
4262, 344400
4263, 344300
4264, 400100
4265, 343600
4266, 343700
4267, 343500
4268, 343600
4269, 341400
4270, 344500
4271, 342700
4272, 343100
4273, 343700
4274, 345600
4275, 343400
4276, 344200
4277, 344700
4278, 354300
4279, 344900
4280, 344300
4281, 344000
4282, 345400
4283, 344700
4284, 363800
4285, 353400
4286, 365600
4287, 391300
4288, 381800
4289, 366200
4290, 366000
4291, 342600
4292, 346700
4293, 352300
4294, 346300
4295, 346600
4296, 346600
4297, 347000
4298, 346400
4299, 346700
4300, 346500
4301, 344900
4302, 346100
4303, 345000
4304, 346500
4305, 348200
4306, 346600
4307, 345300
4308, 345200
4309, 346100
4310, 346500
4311, 372700
4312, 346300
4313, 345800
4314, 347400
4315, 345300
4316, 347600
4317, 345400
4318, 345900
4319, 344100
4320, 347900
4321, 346700
4322, 346600
4323, 346800
4324, 346000
4325, 345800
4326, 348600
4327, 346400
4328, 347600
4329, 346800
4330, 347900
4331, 358300
4332, 389200
4333, 357000
4334, 345700
4335, 368400
4336, 345300
4337, 346700
4338, 347300
4339, 346300
4340, 358800
4341, 347700
4342, 347600
4343, 352700
4344, 346500
4345, 345100
4346, 347200
4347, 345900
4348, 349000
4349, 408100
4350, 346700
4351, 346700
4352, 347500
4353, 346800
4354, 347200
4355, 345100
4356, 348600
4357, 347800
4358, 349200
4359, 348500
4360, 347100
4361, 347300
4362, 347200
4363, 346400
4364, 347500
4365, 348500
4366, 346800
4367, 348500
4368, 348100
4369, 349500
4370, 349600
4371, 348700
4372, 347100
4373, 350400
4374, 347100
4375, 346600
4376, 347100
4377, 358200
4378, 348300
4379, 377800
4380, 401100
4381, 349700
4382, 347700
4383, 353800
4384, 347500
4385, 347600
4386, 349600
4387, 347700
4388, 349100
4389, 349500
4390, 350400
4391, 349200
4392, 350300
4393, 349300
4394, 348000
4395, 349100
4396, 348500
4397, 348900
4398, 353000
4399, 349600
4400, 348900
4401, 352400
4402, 350900
4403, 350200
4404, 349200
4405, 349800
4406, 349900
4407, 348700
4408, 347400
4409, 349600
4410, 350800
4411, 349700
4412, 351000
4413, 349400
4414, 349300
4415, 348300
4416, 349300
4417, 347700
4418, 347600
4419, 347500
4420, 349300
4421, 360400
4422, 350000
4423, 359800
4424, 350100
4425, 348900
4426, 426700
4427, 349200
4428, 349000
4429, 355300
4430, 351400
4431, 349800
4432, 348700
4433, 349700
4434, 368100
4435, 349600
4436, 349700
4437, 350200
4438, 349700
4439, 348100
4440, 400900
4441, 350100
4442, 350400
4443, 351400
4444, 351200
4445, 349500
4446, 349500
4447, 353000
4448, 350700
4449, 350500
4450, 350800
4451, 349600
4452, 350500
4453, 353500
4454, 351200
4455, 349300
4456, 348300
4457, 349300
4458, 347900
4459, 351200
4460, 348200
4461, 351900
4462, 352300
4463, 378100
4464, 350300
4465, 350200
4466, 357300
4467, 350900
4468, 352400
4469, 351700
4470, 355200
4471, 352700
4472, 351700
4473, 382500
4474, 366300
4475, 359800
4476, 358200
4477, 351200
4478, 351900
4479, 354200
4480, 351300
4481, 352300
4482, 352000
4483, 355500
4484, 351100
4485, 369300
4486, 356500
4487, 351800
4488, 349600
4489, 351300
4490, 353200
4491, 354900
4492, 353600
4493, 351600
4494, 352400
4495, 353200
4496, 353200
4497, 352900
4498, 351300
4499, 353700
4500, 350800
4501, 351700
4502, 390200
4503, 352900
4504, 352200
4505, 354000
4506, 362900
4507, 357700
4508, 353400
4509, 358400
4510, 355200
4511, 353000
4512, 351300
4513, 352700
4514, 352200
4515, 353500
4516, 352900
4517, 352800
4518, 353800
4519, 354800
4520, 373100
4521, 412400
4522, 357800
4523, 352700
4524, 353300
4525, 352300
4526, 354700
4527, 352700
4528, 353200
4529, 353100
4530, 365400
4531, 352300
4532, 353000
4533, 354000
4534, 353900
4535, 350900
4536, 353500
4537, 352800
4538, 353300
4539, 353900
4540, 356500
4541, 353600
4542, 353500
4543, 353300
4544, 351900
4545, 356600
4546, 355500
4547, 354200
4548, 352700
4549, 354900
4550, 366900
4551, 362000
4552, 353400
4553, 402300
4554, 367500
4555, 354600
4556, 353700
4557, 358700
4558, 353500
4559, 353200
4560, 354600
4561, 355700
4562, 352700
4563, 352900
4564, 353900
4565, 354500
4566, 381600
4567, 352400
4568, 353000
4569, 360500
4570, 352300
4571, 352900
4572, 360700
4573, 361500
4574, 355000
4575, 378300
4576, 353600
4577, 354700
4578, 353100
4579, 354500
4580, 353800
4581, 354500
4582, 354700
4583, 354600
4584, 353700
4585, 355400
4586, 355600
4587, 354800
4588, 355700
4589, 354500
4590, 356300
4591, 354400
4592, 353600
4593, 373200
4594, 370400
4595, 354700
4596, 371600
4597, 371100
4598, 355600
4599, 354700
4600, 356000
4601, 354300
4602, 355000
4603, 356200
4604, 398200
4605, 355500
4606, 354600
4607, 355400
4608, 354300
4609, 355200
4610, 355300
4611, 355400
4612, 355000
4613, 379600
4614, 367000
4615, 353900
4616, 359900
4617, 356200
4618, 355200
4619, 371800
4620, 355500
4621, 352900
4622, 355600
4623, 355600
4624, 354800
4625, 355200
4626, 353600
4627, 354300
4628, 355200
4629, 355300
4630, 354900
4631, 354100
4632, 355300
4633, 356100
4634, 355700
4635, 357500
4636, 357800
4637, 360500
4638, 382000
4639, 396500
4640, 355100
4641, 357000
4642, 356900
4643, 359700
4644, 355300
4645, 357200
4646, 355500
4647, 357200
4648, 357200
4649, 356800
4650, 356100
4651, 357300
4652, 357100
4653, 355400
4654, 358600
4655, 356900
4656, 357100
4657, 356700
4658, 355100
4659, 387800
4660, 360000
4661, 378500
4662, 364200
4663, 354000
4664, 378000
4665, 355400
4666, 358200
4667, 356100
4668, 357600
4669, 356300
4670, 355800
4671, 356500
4672, 355500
4673, 355800
4674, 358300
4675, 356900
4676, 354300
4677, 356900
4678, 355500
4679, 356300
4680, 356700
4681, 356800
4682, 357400
4683, 358600
4684, 357700
4685, 357300
4686, 357300
4687, 356600
4688, 410400
4689, 377500
4690, 375800
4691, 355900
4692, 357200
4693, 357100
4694, 357300
4695, 355900
4696, 359300
4697, 355800
4698, 358800
4699, 357400
4700, 362600
4701, 360700
4702, 364600
4703, 362100
4704, 368500
4705, 387100
4706, 357900
4707, 366700
4708, 384200
4709, 357400
4710, 358100
4711, 358000
4712, 355700
4713, 356000
4714, 357800
4715, 357300
4716, 359400
4717, 358500
4718, 358100
4719, 358200
4720, 356900
4721, 356900
4722, 356200
4723, 385500
4724, 357400
4725, 366900
4726, 372200
4727, 366200
4728, 356100
4729, 363500
4730, 357500
4731, 358200
4732, 357200
4733, 357400
4734, 358200
4735, 358600
4736, 355900
4737, 358500
4738, 357900
4739, 357900
4740, 358600
4741, 357200
4742, 358900
4743, 358000
4744, 356600
4745, 357200
4746, 357400
4747, 359800
4748, 357400
4749, 356700
4750, 386900
4751, 388100
4752, 497700
4753, 468900
4754, 498700
4755, 468400
4756, 470700
4757, 386800
4758, 371700
4759, 359100
4760, 366700
4761, 359900
4762, 359000
4763, 360600
4764, 361600
4765, 371900
4766, 371200
4767, 358600
4768, 429700
4769, 359700
4770, 359400
4771, 358800
4772, 357800
4773, 359500
4774, 361600
4775, 360500
4776, 360300
4777, 358000
4778, 358700
4779, 359200
4780, 360100
4781, 358700
4782, 359400
4783, 385600
4784, 359300
4785, 364200
4786, 357900
4787, 359400
4788, 358300
4789, 359400
4790, 363500
4791, 359200
4792, 359900
4793, 359200
4794, 361100
4795, 394100
4796, 360900
4797, 383200
4798, 359900
4799, 361600
4800, 366000
4801, 363800
4802, 360800
4803, 360900
4804, 360000
4805, 360000
4806, 360500
4807, 362500
4808, 369400
4809, 359700
4810, 361100
4811, 360100
4812, 361500
4813, 358600
4814, 359500
4815, 363700
4816, 360100
4817, 360700
4818, 359100
4819, 360800
4820, 360500
4821, 364000
4822, 364200
4823, 366600
4824, 371500
4825, 361300
4826, 360600
4827, 366500
4828, 362300
4829, 359500
4830, 362400
4831, 361700
4832, 359100
4833, 360400
4834, 358800
4835, 360100
4836, 360800
4837, 360500
4838, 362700
4839, 377000
4840, 360900
4841, 414200
4842, 361200
4843, 361900
4844, 373200
4845, 360300
4846, 363000
4847, 361400
4848, 361300
4849, 359500
4850, 447800
4851, 367500
4852, 361000
4853, 367600
4854, 363000
4855, 362000
4856, 361500
4857, 361400
4858, 359800
4859, 362000
4860, 361500
4861, 360300
4862, 359600
4863, 361200
4864, 360300
4865, 362200
4866, 361500
4867, 361400
4868, 360700
4869, 360300
4870, 362600
4871, 359700
4872, 362300
4873, 361600
4874, 362100
4875, 361900
4876, 393800
4877, 359900
4878, 361800
4879, 360000
4880, 361400
4881, 361000
4882, 382000
4883, 360200
4884, 360000
4885, 361200
4886, 382400
4887, 365200
4888, 470000
4889, 477000
4890, 498300
4891, 530100
4892, 474900
4893, 413400
4894, 380600
4895, 362300
4896, 369500
4897, 363200
4898, 363100
4899, 363300
4900, 404000
4901, 455400
4902, 448300
4903, 365800
4904, 362400
4905, 362500
4906, 362800
4907, 363100
4908, 362700
4909, 366000
4910, 364400
4911, 361700
4912, 361500
4913, 362900
4914, 365000
4915, 362800
4916, 362100
4917, 375800
4918, 363400
4919, 363600
4920, 362400
4921, 363300
4922, 363200
4923, 363300
4924, 365300
4925, 363700
4926, 362200
4927, 361900
4928, 362400
4929, 399100
4930, 484500
4931, 363300
4932, 368300
4933, 404200
4934, 364000
4935, 366900
4936, 361900
4937, 361400
4938, 361500
4939, 363800
4940, 363300
4941, 362600
4942, 364100
4943, 362200
4944, 364000
4945, 363400
4946, 362300
4947, 363300
4948, 363500
4949, 365400
4950, 365500
4951, 364100
4952, 363900
4953, 363800
4954, 363500
4955, 362900
4956, 364600
4957, 361700
4958, 363600
4959, 363400
4960, 363600
4961, 364400
4962, 363500
4963, 363100
4964, 364000
4965, 363900
4966, 365500
4967, 362600
4968, 363900
4969, 364300
4970, 363000
4971, 364700
4972, 366400
4973, 362100
4974, 363900
4975, 416000
4976, 446500
4977, 363000
4978, 362700
4979, 371400
4980, 362300
4981, 363800
4982, 369100
4983, 365600
4984, 363400
4985, 364300
4986, 364600
4987, 365000
4988, 364700
4989, 363700
4990, 364300
4991, 363300
4992, 363000
4993, 363400
4994, 364900
4995, 362500
4996, 363400
4997, 365600
4998, 365900
4999, 364700
5000, 362700
