Array Size, Time Taken (nanoseconds)
2141, 77900
2142, 78500
2143, 78200
2144, 78300
2145, 78900
2146, 84500
2147, 78400
2148, 79100
2149, 78700
2150, 78600
2151, 78900
2152, 78500
2153, 79700
2154, 78800
2155, 79200
2156, 78900
2157, 79000
2158, 85400
2159, 78400
2160, 79100
2161, 79600
2162, 80100
2163, 80200
2164, 79500
2165, 80000
2166, 80200
2167, 79300
2168, 79800
2169, 80500
2170, 80100
2171, 84800
2172, 80900
2173, 80600
2174, 80400
2175, 80900
2176, 80900
2177, 80800
2178, 81000
2179, 80600
2180, 81000
2181, 80100
2182, 80800
2183, 85900
2184, 80200
2185, 81700
2186, 81400
2187, 81100
2188, 81100
2189, 81200
2190, 81500
2191, 80900
2192, 81400
2193, 80900
2194, 80500
2195, 86500
2196, 81100
2197, 81500
2198, 81300
2199, 81000
2200, 80800
2201, 81300
2202, 81100
2203, 81200
2204, 81400
2205, 81700
2206, 81000
2207, 85300
2208, 83300
2209, 82100
2210, 81300
2211, 81800
2212, 81200
2213, 81000
2214, 80800
2215, 81300
2216, 80900
2217, 82100
2218, 81200
2219, 81700
2220, 86500
2221, 81400
2222, 81400
2223, 81400
2224, 81700
2225, 82400
2226, 82300
2227, 81300
2228, 81100
2229, 81500
2230, 81800
2231, 81600
2232, 85300
2233, 82300
2234, 82500
2235, 82400
2236, 81900
2237, 82400
2238, 82200
2239, 82500
2240, 82000
2241, 82200
2242, 82200
2243, 82500
2244, 86900
2245, 82300
2246, 82300
2247, 81900
2248, 81400
2249, 82900
2250, 81500
2251, 82400
2252, 81600
2253, 82500
2254, 81800
2255, 82100
2256, 87300
2257, 82400
2258, 83000
2259, 82000
2260, 90800
2261, 89800
2262, 81800
2263, 82300
2264, 81900
2265, 83300
2266, 82900
2267, 83300
2268, 87600
2269, 83300
2270, 82500
2271, 82400
2272, 83000
2273, 86500
2274, 82600
2275, 83500
2276, 83100
2277, 83500
2278, 83100
2279, 82500
2280, 88500
2281, 83900
2282, 83100
2283, 82600
2284, 82400
2285, 82800
2286, 83000
2287, 82900
2288, 83300
2289, 83500
2290, 83500
2291, 101800
2292, 84300
2293, 83000
2294, 82800
2295, 83100
2296, 83500
2297, 86200
2298, 83500
2299, 83100
2300, 82900
2301, 83500
2302, 83300
2303, 87700
2304, 83400
2305, 83900
2306, 83500
2307, 83900
2308, 83900
2309, 87000
2310, 83300
2311, 83000
2312, 82600
2313, 84100
2314, 83900
2315, 90100
2316, 82800
2317, 83900
2318, 83600
2319, 83300
2320, 83900
2321, 84000
2322, 83200
2323, 83400
2324, 83100
2325, 83300
2326, 83400
2327, 88900
2328, 82900
2329, 84500
2330, 84800
2331, 84600
2332, 87600
2333, 84800
2334, 84200
2335, 84400
2336, 84400
2337, 84900
2338, 84700
2339, 88500
2340, 84700
2341, 84600
2342, 84300
2343, 83900
2344, 87400
2345, 85000
2346, 84700
2347, 84500
2348, 84200
2349, 84100
2350, 86800
2351, 87300
2352, 84400
2353, 84600
2354, 84800
2355, 84300
2356, 84700
2357, 84700
2358, 84600
2359, 84600
2360, 84100
2361, 85500
2362, 90600
2363, 84800
2364, 84300
2365, 84700
2366, 84300
2367, 87800
2368, 85800
2369, 84800
2370, 85300
2371, 85400
2372, 85300
2373, 84600
2374, 88400
2375, 84800
2376, 84500
2377, 85300
2378, 84900
2379, 84600
2380, 84400
2381, 84900
2382, 84800
2383, 84700
2384, 85100
2385, 85300
2386, 90400
2387, 85400
2388, 85200
2389, 85200
2390, 88000
2391, 84500
2392, 84900
2393, 85900
2394, 85400
2395, 85500
2396, 85400
2397, 91000
2398, 85500
2399, 85100
2400, 84900
2401, 85400
2402, 85200
2403, 85400
2404, 85200
2405, 85300
2406, 85100
2407, 85100
2408, 85100
2409, 156900
2410, 85300
2411, 85000
2412, 85100
2413, 85000
2414, 85300
2415, 84900
2416, 85300
2417, 85900
2418, 85600
2419, 85700
2420, 90900
2421, 85900
2422, 85700
2423, 85500
2424, 85300
2425, 86400
2426, 85700
2427, 85900
2428, 86100
2429, 86200
2430, 86200
2431, 90200
2432, 86200
2433, 86100
2434, 86000
2435, 86400
2436, 86900
2437, 85600
2438, 85600
2439, 85400
2440, 85400
2441, 86500
2442, 86800
2443, 91000
2444, 85600
2445, 86000
2446, 86200
2447, 85800
2448, 86100
2449, 87300
2450, 86300
2451, 86900
2452, 86000
2453, 86500
2454, 94400
2455, 111200
2456, 105300
2457, 106500
2458, 93500
2459, 87300
2460, 86500
2461, 87100
2462, 86200
2463, 86300
2464, 87200
2465, 87900
2466, 86800
2467, 87700
2468, 87100
2469, 93000
2470, 86800
2471, 86300
2472, 86300
2473, 87900
2474, 86800
2475, 92900
2476, 102200
2477, 86400
2478, 86600
2479, 86300
2480, 87500
2481, 88200
2482, 91600
2483, 87400
2484, 86700
2485, 87500
2486, 93700
2487, 87700
2488, 86900
2489, 87800
2490, 87800
2491, 87900
2492, 87800
2493, 87700
2494, 87200
2495, 87300
2496, 87100
2497, 93700
2498, 87100
2499, 90100
2500, 90000
2501, 89900
2502, 90200
2503, 89000
2504, 89600
2505, 90900
2506, 89400
2507, 90100
2508, 95300
2509, 90200
2510, 89500
2511, 88500
2512, 89700
2513, 89700
2514, 93200
2515, 89600
2516, 88700
2517, 89200
2518, 88900
2519, 96700
2520, 89300
2521, 89700
2522, 89300
2523, 89900
2524, 90200
2525, 90300
2526, 90200
2527, 90500
2528, 95200
2529, 90800
2530, 96400
2531, 92600
2532, 93100
2533, 93100
2534, 92400
2535, 92000
2536, 92200
2537, 93800
2538, 93700
2539, 92900
2540, 93600
2541, 97400
2542, 94600
2543, 93600
2544, 94500
2545, 95900
2546, 95100
2547, 95000
2548, 95100
2549, 94800
2550, 96000
2551, 101800
2552, 95400
2553, 96100
2554, 96000
2555, 95600
2556, 95500
2557, 97200
2558, 96200
2559, 96400
2560, 96800
2561, 97700
2562, 102400
2563, 97800
2564, 97500
2565, 98300
2566, 97800
2567, 97800
2568, 98000
2569, 98500
2570, 98600
2571, 99000
2572, 103500
2573, 100300
2574, 100000
2575, 100900
2576, 99900
2577, 104600
2578, 100600
2579, 101300
2580, 99500
2581, 99900
2582, 105000
2583, 99900
2584, 98800
2585, 99900
2586, 99400
2587, 100100
2588, 100200
2589, 99900
2590, 99600
2591, 100200
2592, 104700
2593, 100100
2594, 100400
2595, 101300
2596, 102800
2597, 102100
2598, 102200
2599, 104700
2600, 101700
2601, 107500
2602, 101700
2603, 102100
2604, 105000
2605, 103600
2606, 106700
2607, 107900
2608, 107000
2609, 107400
2610, 107400
2611, 110600
2612, 107900
2613, 107200
2614, 108300
2615, 108700
2616, 107000
2617, 106900
2618, 109800
2619, 109200
2620, 131900
2621, 118100
2622, 113400
2623, 120300
2624, 135300
2625, 132500
2626, 139700
2627, 133800
2628, 139300
2629, 120900
2630, 120500
2631, 132800
2632, 127100
2633, 120600
2634, 120700
2635, 121300
2636, 141500
2637, 122700
2638, 120900
2639, 133200
2640, 138300
2641, 128100
2642, 147600
2643, 157000
2644, 158400
2645, 156500
2646, 161900
2647, 148200
2648, 122400
2649, 123700
2650, 123400
2651, 124000
2652, 123300
2653, 143800
2654, 132300
2655, 153300
2656, 150300
2657, 125000
2658, 125300
2659, 126400
2660, 125400
2661, 132100
2662, 155200
2663, 148200
2664, 143200
2665, 126300
2666, 127100
2667, 126400
2668, 127600
2669, 127800
2670, 128700
2671, 127100
2672, 147900
2673, 127400
2674, 127400
2675, 128900
2676, 146500
2677, 128800
2678, 129600
2679, 128700
2680, 128600
2681, 129800
2682, 130000
2683, 128900
2684, 145800
2685, 130200
2686, 131600
2687, 130800
2688, 138400
2689, 130700
2690, 131500
2691, 133800
2692, 133700
2693, 132600
2694, 133300
2695, 139900
2696, 178100
2697, 132100
2698, 133700
2699, 133200
2700, 133700
2701, 134900
2702, 134300
2703, 141900
2704, 141900
2705, 133300
2706, 136700
2707, 142700
2708, 134800
2709, 136200
2710, 137000
2711, 135600
2712, 135000
2713, 136300
2714, 139300
2715, 147100
2716, 136900
2717, 137500
2718, 138500
2719, 137700
2720, 141100
2721, 137800
2722, 150200
2723, 150600
2724, 140800
2725, 139600
2726, 139800
2727, 139300
2728, 138900
2729, 139800
2730, 146900
2731, 152800
2732, 140700
2733, 142500
2734, 159200
2735, 157900
2736, 140900
2737, 140000
2738, 140300
2739, 148000
2740, 140500
2741, 140100
2742, 147600
2743, 140300
2744, 141100
2745, 141200
2746, 146900
2747, 165600
2748, 145000
2749, 142200
2750, 142800
2751, 162900
2752, 150100
2753, 143500
2754, 144100
2755, 144800
2756, 144900
2757, 144900
2758, 144500
2759, 149700
2760, 146900
2761, 146500
2762, 145100
2763, 145900
2764, 145700
2765, 145700
2766, 151500
2767, 146300
2768, 145900
2769, 147600
2770, 147200
2771, 147700
2772, 147200
2773, 154000
2774, 148500
2775, 148500
2776, 148300
2777, 148900
2778, 149200
2779, 155900
2780, 149900
2781, 150100
2782, 150600
2783, 150600
2784, 150600
2785, 150600
2786, 155100
2787, 151300
2788, 151800
2789, 152800
2790, 152600
2791, 152900
2792, 156100
2793, 155700
2794, 183100
2795, 191600
2796, 211700
2797, 211800
2798, 419200
2799, 212500
2800, 233100
2801, 200000
2802, 198300
2803, 205100
2804, 212800
2805, 200300
2806, 198900
2807, 159100
2808, 182000
2809, 175700
2810, 181800
2811, 199300
2812, 230200
2813, 209200
2814, 216500
2815, 228200
2816, 231000
2817, 201300
2818, 223800
2819, 177300
2820, 161300
2821, 169000
2822, 162500
2823, 162300
2824, 163100
2825, 162600
2826, 192200
2827, 198800
2828, 207300
2829, 240200
2830, 186800
2831, 179400
2832, 164900
2833, 164300
2834, 164200
2835, 164400
2836, 165900
2837, 192900
2838, 165800
2839, 165000
2840, 166500
2841, 166700
2842, 167200
2843, 218500
2844, 171400
2845, 166700
2846, 174600
2847, 166400
2848, 167300
2849, 195200
2850, 183200
2851, 167600
2852, 167600
2853, 168700
2854, 175100
2855, 200200
2856, 168900
2857, 169600
2858, 169900
2859, 169600
2860, 169800
2861, 169600
2862, 170200
2863, 171100
2864, 170900
2865, 171400
2866, 171400
2867, 171700
2868, 171600
2869, 172600
2870, 172200
2871, 172800
2872, 174100
2873, 175300
2874, 175100
2875, 175400
2876, 174000
2877, 227800
2878, 174700
2879, 173400
2880, 174200
2881, 174600
2882, 175100
2883, 175200
2884, 175400
2885, 175900
2886, 176100
2887, 176000
2888, 177800
2889, 178400
2890, 177800
2891, 177300
2892, 178200
2893, 177800
2894, 178400
2895, 177700
2896, 178500
2897, 178700
2898, 180500
2899, 180900
2900, 179800
2901, 180600
2902, 180900
2903, 182400
2904, 182500
2905, 181100
2906, 180400
2907, 181800
2908, 181800
2909, 181200
2910, 182100
2911, 183100
2912, 183800
2913, 183200
2914, 183600
2915, 183700
2916, 196300
2917, 185700
2918, 192500
2919, 184400
2920, 184100
2921, 185000
2922, 185000
2923, 185500
2924, 184900
2925, 184400
2926, 185200
2927, 186000
2928, 186700
2929, 186300
2930, 187200
2931, 186900
2932, 187500
2933, 188200
2934, 189400
2935, 187900
2936, 193300
2937, 199000
2938, 189200
2939, 189100
2940, 188700
2941, 189300
2942, 189000
2943, 190000
2944, 190300
2945, 191200
2946, 191700
2947, 191600
2948, 192000
2949, 192100
2950, 192100
2951, 191700
2952, 191900
2953, 192200
2954, 193100
2955, 194200
2956, 193900
2957, 194800
2958, 194400
2959, 195800
2960, 194500
2961, 194800
2962, 195200
2963, 195800
2964, 197100
2965, 195800
2966, 196400
2967, 196200
2968, 196600
2969, 196700
2970, 197500
2971, 197300
2972, 197700
2973, 197600
2974, 197000
2975, 196400
2976, 198000
2977, 199500
2978, 199500
2979, 200200
2980, 200000
2981, 199900
2982, 200600
2983, 200200
2984, 201700
2985, 201500
2986, 201600
2987, 201600
2988, 201600
2989, 200700
2990, 202600
2991, 202400
2992, 202900
2993, 202900
2994, 202300
2995, 203500
2996, 248700
2997, 231200
2998, 207200
2999, 206900
3000, 207300
3001, 206500
3002, 206800
3003, 207900
3004, 208400
3005, 208100
3006, 208500
3007, 208700
3008, 209300
3009, 209800
3010, 209700
3011, 209800
3012, 210200
3013, 209600
3014, 210900
3015, 210800
3016, 212100
3017, 213200
3018, 212000
3019, 212800
3020, 212900
3021, 213800
3022, 213200
3023, 212300
3024, 213000
3025, 213000
3026, 214100
3027, 215300
3028, 214400
3029, 214700
3030, 214000
3031, 214900
3032, 429100
3033, 450500
3034, 442700
3035, 427300
3036, 427800
3037, 314700
3038, 213700
3039, 215400
3040, 215300
3041, 214700
3042, 215300
3043, 215500
3044, 216100
3045, 215400
3046, 215300
3047, 215100
3048, 216100
3049, 216300
3050, 216400
3051, 216400
3052, 216400
3053, 216400
3054, 216900
3055, 217100
3056, 218300
3057, 218900
3058, 217300
3059, 219500
3060, 218900
3061, 237300
3062, 219800
3063, 220900
3064, 220000
3065, 221000
3066, 220100
3067, 220300
3068, 221400
3069, 222000
3070, 221800
3071, 221700
3072, 223200
3073, 222800
3074, 222900
3075, 224500
3076, 222600
3077, 222700
3078, 222400
3079, 222900
3080, 223400
3081, 225300
3082, 225100
3083, 225600
3084, 224500
3085, 225800
3086, 226100
3087, 224400
3088, 225400
3089, 274500
3090, 226500
3091, 244000
3092, 228500
3093, 227000
3094, 227500
3095, 228100
3096, 234700
3097, 227100
3098, 228900
3099, 229000
3100, 229400
3101, 230000
3102, 229800
3103, 230600
3104, 230300
3105, 230500
3106, 231100
3107, 231200
3108, 231700
3109, 231900
3110, 232600
3111, 233200
3112, 232300
3113, 232500
3114, 232400
3115, 232600
3116, 232100
3117, 233400
3118, 233900
3119, 234200
3120, 233900
3121, 233500
3122, 235100
3123, 234800
3124, 235900
3125, 235200
3126, 235800
3127, 236200
3128, 237000
3129, 237000
3130, 255700
3131, 272300
3132, 237700
3133, 237500
3134, 238800
3135, 254700
3136, 238500
3137, 237900
3138, 242300
3139, 239500
3140, 239700
3141, 240700
3142, 241200
3143, 240500
3144, 240100
3145, 241100
3146, 243600
3147, 240000
3148, 240900
3149, 241200
3150, 240800
3151, 242300
3152, 243000
3153, 243500
3154, 242900
3155, 243300
3156, 243100
3157, 297700
3158, 245100
3159, 262200
3160, 245900
3161, 265100
3162, 244900
3163, 244900
3164, 244800
3165, 251400
3166, 245900
3167, 245800
3168, 245600
3169, 247500
3170, 246800
3171, 247100
3172, 247200
3173, 247600
3174, 246500
3175, 247000
3176, 247900
3177, 247800
3178, 248400
3179, 248600
3180, 249400
3181, 250000
3182, 248900
3183, 249600
3184, 250000
3185, 250800
3186, 251700
3187, 251100
3188, 251100
3189, 251200
3190, 251600
3191, 252600
3192, 265100
3193, 253000
3194, 252700
3195, 253100
3196, 252400
3197, 253300
3198, 252600
3199, 253900
3200, 254100
3201, 252700
3202, 256700
3203, 264800
3204, 255200
3205, 256700
3206, 258200
3207, 256700
3208, 256700
3209, 256500
3210, 256800
3211, 257100
3212, 256900
3213, 258200
3214, 257400
3215, 257900
3216, 256600
3217, 256800
3218, 257300
3219, 258900
3220, 279100
3221, 258200
3222, 259000
3223, 258800
3224, 271100
3225, 269500
3226, 260500
3227, 260900
3228, 260700
3229, 268100
3230, 261000
3231, 260800
3232, 273800
3233, 306700
3234, 261800
3235, 263500
3236, 263600
3237, 271500
3238, 262100
3239, 275800
3240, 263300
3241, 262700
3242, 263400
3243, 269700
3244, 263800
3245, 263900
3246, 264200
3247, 264400
3248, 265500
3249, 266000
3250, 322500
3251, 287800
3252, 265700
3253, 266600
3254, 265900
3255, 273100
3256, 267200
3257, 268200
3258, 267300
3259, 266800
3260, 267200
3261, 268200
3262, 269200
3263, 277700
3264, 268100
3265, 268400
3266, 270500
3267, 269700
3268, 271000
3269, 270900
3270, 270800
3271, 272000
3272, 271500
3273, 271500
3274, 271800
3275, 336600
3276, 273100
3277, 272400
3278, 272500
3279, 284000
3280, 274500
3281, 272900
3282, 272400
3283, 275200
3284, 273600
3285, 279000
3286, 291400
3287, 294500
3288, 275900
3289, 282000
3290, 275600
3291, 275100
3292, 275400
3293, 276200
3294, 276400
3295, 281600
3296, 277400
3297, 277500
3298, 277000
3299, 332300
3300, 277600
3301, 287400
3302, 841800
3303, 1430500
3304, 352900
3305, 360300
3306, 356400
3307, 370700
3308, 368700
3309, 363400
3310, 370100
3311, 369800
3312, 367300
3313, 371900
3314, 371500
3315, 373800
3316, 377000
3317, 373200
3318, 363000
3319, 477700
3320, 447100
3321, 420100
3322, 352900
3323, 378400
3324, 355100
3325, 372100
3326, 325900
3327, 297000
3328, 286200
3329, 293100
3330, 301900
3331, 291100
3332, 303100
3333, 285400
3334, 292200
3335, 285600
3336, 286200
3337, 290200
3338, 288200
3339, 288700
3340, 288100
3341, 289700
3342, 288500
3343, 289300
3344, 292500
3345, 354900
3346, 341000
3347, 374600
3348, 297400
3349, 304400
3350, 291800
3351, 289900
3352, 296600
3353, 290300
3354, 292100
3355, 291500
3356, 292600
3357, 293900
3358, 292900
3359, 302800
3360, 292700
3361, 345700
3362, 300900
3363, 294500
3364, 298600
3365, 298100
3366, 296800
3367, 295800
3368, 296400
3369, 294200
3370, 295400
3371, 299500
3372, 295700
3373, 297100
3374, 299900
3375, 297400
3376, 297200
3377, 296000
3378, 296700
3379, 298300
3380, 299500
3381, 300300
3382, 300200
3383, 298000
3384, 300600
3385, 300600
3386, 300000
3387, 300400
3388, 298500
3389, 299900
3390, 300200
3391, 300000
3392, 301500
3393, 301100
3394, 302800
3395, 302400
3396, 303000
3397, 303100
3398, 315400
3399, 303400
3400, 303900
3401, 303600
3402, 304400
3403, 305900
3404, 307200
3405, 306600
3406, 305800
3407, 307100
3408, 306100
3409, 307400
3410, 311000
3411, 306300
3412, 305900
3413, 307200
3414, 308200
3415, 307500
3416, 308600
3417, 312400
3418, 309400
3419, 307500
3420, 306800
3421, 309000
3422, 310700
3423, 308200
3424, 309100
3425, 310200
3426, 312800
3427, 313500
3428, 313200
3429, 311700
3430, 311700
3431, 313600
3432, 313800
3433, 313100
3434, 311600
3435, 312400
3436, 317200
3437, 313000
3438, 314200
3439, 316200
3440, 314100
3441, 313200
3442, 315800
3443, 317600
3444, 316400
3445, 319100
3446, 378200
3447, 326700
3448, 314300
3449, 346800
3450, 316400
3451, 316100
3452, 317400
3453, 316700
3454, 316500
3455, 317100
3456, 317800
3457, 315300
3458, 318400
3459, 319200
3460, 320800
3461, 322300
3462, 363000
3463, 323600
3464, 323700
3465, 323100
3466, 322700
3467, 327400
3468, 323700
3469, 324800
3470, 326300
3471, 325800
3472, 326600
3473, 326900
3474, 326400
3475, 324200
3476, 328000
3477, 326800
3478, 327800
3479, 329400
3480, 326900
3481, 324900
3482, 326500
3483, 326000
3484, 327100
3485, 328500
3486, 325800
3487, 324400
3488, 326200
3489, 323600
3490, 326800
3491, 325800
3492, 328000
3493, 325900
3494, 326900
3495, 326600
3496, 327000
3497, 328000
3498, 334300
3499, 326500
3500, 328100
3501, 327500
3502, 325500
3503, 323900
3504, 330600
3505, 326200
3506, 328500
3507, 326000
3508, 328000
3509, 326400
3510, 331900
3511, 327200
3512, 328900
3513, 326900
3514, 327400
3515, 326400
3516, 331600
3517, 327300
3518, 325500
3519, 326500
3520, 328100
3521, 324700
3522, 328400
3523, 326300
3524, 328000
3525, 327600
3526, 328200
3527, 328500
3528, 328400
3529, 327600
3530, 326100
3531, 327200
3532, 327000
3533, 327600
3534, 327900
3535, 326800
3536, 327800
3537, 327900
3538, 328200
3539, 326700
3540, 329500
3541, 337900
3542, 398700
3543, 349700
3544, 321500
3545, 322500
3546, 328500
3547, 339800
3548, 324000
3549, 321400
3550, 332600
3551, 321100
3552, 324000
3553, 321400
3554, 323000
3555, 323200
3556, 323900
3557, 321900
3558, 324600
3559, 323600
3560, 323600
3561, 323600
3562, 324000
3563, 324400
3564, 323700
3565, 320400
3566, 322500
3567, 322300
3568, 323200
3569, 323300
3570, 325100
3571, 322800
3572, 321400
3573, 323100
3574, 326700
3575, 323000
3576, 322100
3577, 321900
3578, 324600
3579, 321800
3580, 324900
3581, 322000
3582, 321500
3583, 321800
3584, 326700
3585, 321700
3586, 322500
3587, 322500
3588, 324500
3589, 322200
3590, 322800
3591, 323900
3592, 322900
3593, 323700
3594, 322800
3595, 323500
3596, 329900
3597, 322700
3598, 321800
3599, 327400
3600, 324600
3601, 324800
3602, 328900
3603, 324800
3604, 326200
3605, 327900
3606, 325700
3607, 325100
3608, 325400
3609, 325500
3610, 328400
3611, 326400
3612, 327600
3613, 327000
3614, 326300
3615, 324600
3616, 327900
3617, 328600
3618, 327300
3619, 324900
3620, 326500
3621, 328600
3622, 327300
3623, 327300
3624, 327000
3625, 326400
3626, 327400
3627, 327200
3628, 326700
3629, 325800
3630, 325500
3631, 326800
3632, 325800
3633, 325800
3634, 328900
3635, 326500
3636, 327100
3637, 328200
3638, 327600
3639, 328200
3640, 340500
3641, 360400
3642, 356900
3643, 326700
3644, 417300
3645, 330100
3646, 346400
3647, 333900
3648, 329500
3649, 324900
3650, 327900
3651, 324700
3652, 329100
3653, 326500
3654, 327000
3655, 328900
3656, 328400
3657, 329100
3658, 327000
3659, 330100
3660, 329200
3661, 326200
3662, 328200
3663, 326900
3664, 328700
3665, 329500
3666, 332500
3667, 327700
3668, 327500
3669, 327800
3670, 328100
3671, 326500
3672, 328000
3673, 328400
3674, 329800
3675, 327400
3676, 330200
3677, 327400
3678, 328300
3679, 328000
3680, 329600
3681, 327300
3682, 329700
3683, 329500
3684, 330200
3685, 328200
3686, 345100
3687, 328400
3688, 328200
3689, 328900
3690, 328600
3691, 328900
3692, 328900
3693, 340700
3694, 328100
3695, 327000
3696, 327700
3697, 328500
3698, 329900
3699, 329100
3700, 328600
3701, 328600
3702, 329400
3703, 328500
3704, 327200
3705, 327900
3706, 329000
3707, 327600
3708, 330400
3709, 328400
3710, 328000
3711, 328300
3712, 330200
3713, 327700
3714, 329400
3715, 326900
3716, 330400
3717, 331000
3718, 330200
3719, 328700
3720, 329700
3721, 328900
3722, 328700
3723, 328700
3724, 329600
3725, 328200
3726, 331700
3727, 328800
3728, 329400
3729, 328000
3730, 329300
3731, 327600
3732, 330200
3733, 372000
3734, 370800
3735, 329500
3736, 328300
3737, 334400
3738, 329700
3739, 329100
3740, 331200
3741, 343700
3742, 327600
3743, 327300
3744, 329300
3745, 337000
3746, 329800
3747, 327800
3748, 328600
3749, 328200
3750, 330700
3751, 329800
3752, 329200
3753, 329600
3754, 328300
3755, 328200
3756, 328500
3757, 326600
3758, 328900
3759, 327900
3760, 329700
3761, 328000
3762, 330500
3763, 329000
3764, 331600
3765, 329700
3766, 328900
3767, 329600
3768, 330500
3769, 329100
3770, 330000
3771, 329000
3772, 330600
3773, 330100
3774, 328300
3775, 328400
3776, 330300
3777, 340200
3778, 330500
3779, 326900
3780, 339700
3781, 339200
3782, 329200
3783, 335600
3784, 329400
3785, 328500
3786, 327300
3787, 329200
3788, 330000
3789, 327100
3790, 343000
3791, 328600
3792, 329700
3793, 331400
3794, 342500
3795, 330200
3796, 340300
3797, 330000
3798, 330300
3799, 334200
3800, 329000
3801, 329200
3802, 330000
3803, 329200
3804, 331600
3805, 328200
3806, 328700
3807, 326400
3808, 332900
3809, 327600
3810, 330600
3811, 329300
3812, 330200
3813, 327000
3814, 333100
3815, 328800
3816, 329900
3817, 330200
3818, 330500
3819, 329600
3820, 329300
3821, 328100
3822, 330200
3823, 328800
3824, 329800
3825, 360300
3826, 379900
3827, 328700
3828, 328900
3829, 336700
3830, 330700
3831, 329600
3832, 329900
3833, 328700
3834, 330500
3835, 327700
3836, 331800
3837, 328600
3838, 346900
3839, 328000
3840, 330100
3841, 327900
3842, 329700
3843, 327900
3844, 331600
3845, 330400
3846, 330000
3847, 329600
3848, 330100
3849, 329100
3850, 329700
3851, 328100
3852, 329300
3853, 329300
3854, 328700
3855, 329400
3856, 330000
3857, 330400
3858, 330800
3859, 329900
3860, 330200
3861, 331400
3862, 330900
3863, 329000
3864, 330400
3865, 330300
3866, 330500
3867, 329900
3868, 330800
3869, 330800
3870, 328100
3871, 364700
3872, 346700
3873, 326600
3874, 330200
3875, 328700
3876, 331100
3877, 329800
3878, 329600
3879, 330200
3880, 329800
3881, 330200
3882, 329700
3883, 329600
3884, 329800
3885, 328600
3886, 342200
3887, 331300
3888, 330400
3889, 329700
3890, 330300
3891, 329100
3892, 330700
3893, 330400
3894, 331100
3895, 329800
3896, 330000
3897, 330500
3898, 331700
3899, 329500
3900, 331900
3901, 331400
3902, 329300
3903, 329600
3904, 330900
3905, 328700
3906, 330700
3907, 326900
3908, 330900
3909, 329900
3910, 330500
3911, 331800
3912, 332300
3913, 330600
3914, 371900
3915, 330600
3916, 331300
3917, 350900
3918, 344000
3919, 330400
3920, 329900
3921, 338300
3922, 332300
3923, 330200
3924, 331100
3925, 331700
3926, 330400
3927, 330600
3928, 330100
3929, 331700
3930, 331200
3931, 330500
3932, 331300
3933, 329800
3934, 347500
3935, 330900
3936, 331100
3937, 336500
3938, 333100
3939, 331200
3940, 332000
3941, 329600
3942, 330600
3943, 331000
3944, 331100
3945, 332500
3946, 332400
3947, 330000
3948, 331700
3949, 328000
3950, 329700
3951, 330300
3952, 331000
3953, 330300
3954, 333300
3955, 330800
3956, 332200
3957, 331500
3958, 332800
3959, 331800
3960, 331000
3961, 330000
3962, 330500
3963, 330400
3964, 332200
3965, 348600
3966, 364400
3967, 330600
3968, 330900
3969, 337600
3970, 331700
3971, 330400
3972, 331000
3973, 330900
3974, 331100
3975, 331500
3976, 332300
3977, 332300
3978, 332200
3979, 331700
3980, 332400
3981, 331400
3982, 331500
3983, 331000
3984, 331500
3985, 348000
3986, 330900
3987, 329300
3988, 333300
3989, 331700
3990, 331800
3991, 331000
3992, 330800
3993, 330400
3994, 331700
3995, 340500
3996, 332700
3997, 331000
3998, 330500
3999, 329300
4000, 334500
4001, 329800
4002, 330500
4003, 330800
4004, 334900
4005, 330200
4006, 376100
4007, 333000
4008, 331800
4009, 331900
4010, 335500
4011, 375100
4012, 331400
4013, 330300
4014, 329600
4015, 331400
4016, 332000
4017, 330300
4018, 333900
4019, 330600
4020, 333000
4021, 333600
4022, 332500
4023, 334000
4024, 331800
4025, 331700
4026, 332700
4027, 333000
4028, 334700
4029, 332600
4030, 331000
4031, 330300
4032, 332400
4033, 352600
4034, 333100
4035, 329300
4036, 333100
4037, 332400
4038, 331900
4039, 332000
4040, 333300
4041, 333500
4042, 331000
4043, 331700
4044, 333800
4045, 330300
4046, 332100
4047, 330800
4048, 331900
4049, 333300
4050, 332400
4051, 331600
4052, 333600
4053, 332800
4054, 332900
4055, 332500
4056, 331600
4057, 341200
4058, 331900
4059, 332500
4060, 335700
4061, 332500
4062, 332600
4063, 329200
4064, 332900
4065, 330500
4066, 333600
4067, 332800
4068, 333300
4069, 332400
4070, 338400
4071, 336800
4072, 336500
4073, 337700
4074, 337600
4075, 338100
4076, 338200
4077, 334900
4078, 336700
4079, 335000
4080, 337600
4081, 341300
4082, 332800
4083, 332300
4084, 332800
4085, 332100
4086, 332300
4087, 331800
4088, 332400
4089, 331200
4090, 333500
4091, 330000
4092, 334200
4093, 381700
4094, 331500
4095, 330800
4096, 333300
4097, 330600
4098, 333600
4099, 331800
4100, 333500
4101, 332600
4102, 332000
4103, 332000
4104, 332300
4105, 332300
4106, 332700
4107, 345900
4108, 333000
4109, 334100
4110, 332100
4111, 335700
4112, 337900
4113, 337400
4114, 337100
4115, 335900
4116, 337600
4117, 343200
4118, 336900
4119, 337900
4120, 337000
4121, 337900
4122, 339400
4123, 339700
4124, 343200
4125, 338600
4126, 337300
4127, 337700
4128, 355800
4129, 336600
4130, 338100
4131, 336300
4132, 338400
4133, 337500
4134, 339300
4135, 341000
4136, 339600
4137, 340300
